ID,Yield
ID_RA4Y3ZL70BWO,832.04724
ID_UH3QT7I1O24Q,169.69576
ID_P9OZQ56CX2YO,506.4927
ID_RB24VMV9FIGM,367.54486
ID_XECRIM8DR00Z,819.4701
ID_EYIQ79MA3T5E,573.253
ID_B0QBM2S1R9S7,238.69131
ID_1L74BG9P0TKX,666.88306
ID_141KG0TOOCJ6,608.4992
ID_IMKLSNJKVI4P,271.21765
ID_253P6J7D92PW,340.67392
ID_PCC17RCZX06S,363.93295
ID_7MUPVDZE1ZWB,1021.98975
ID_O994OZU1NP7E,417.40485
ID_RFVKSMVILY31,450.71243
ID_MTR7TTJ5LSBE,177.69154
ID_87QM8DS5HSU7,803.3931
ID_8KXPBLV53NZK,430.2257
ID_LQVS4LC3YRMB,542.206
ID_ISVACTKT5MAA,417.1893
ID_C64B9DUNSCM1,178.21274
ID_ZXAE37OWUMFI,383.06744
ID_L7Y4MKY66OSL,526.0753
ID_TZ1FUOUR0Y8X,656.225
ID_D7HMR45HU1ZW,428.10803
ID_UCZXI2H7S2YD,211.50989
ID_7TU75PUQP312,573.84174
ID_4ULCEP364DAF,500.18408
ID_8EOY07K5LOC4,324.90463
ID_NK47MAUWJ8Z5,180.0836
ID_8ZCGIWU6GZLO,331.0756
ID_SNIWSZ237UOD,236.69077
ID_7LDSCZ2OPT0K,520.044
ID_TK2TH4JSJ1KB,191.02914
ID_UUXFZKSR58SC,304.88196
ID_EVACECC6XIW9,891.9366
ID_U2LSES0Y4I3C,861.062
ID_NEGU2TDNC4Y0,204.5874
ID_WCBHSOBP51H1,263.29077
ID_SVRQ4NGZFMMP,726.4733
ID_5TBBUKHYJ1KI,645.29333
ID_4AOR8R30LNOD,373.74283
ID_5XOUKBLNO7AC,476.44818
ID_IQZTM1J018FS,615.9628
ID_Q9VXX3O6IZOD,272.95868
ID_HTEQD0S6QIB8,299.5223
ID_0GFT8KE7O9RP,633.53394
ID_SHFI8L6O4DQ3,638.58185
ID_64MUBP88ECF6,393.74496
ID_EHYBYH7QLOSL,177.5531
ID_GTGEI6PS93QJ,860.69104
ID_TL9C9OJ8G68U,215.2366
ID_SM1GWL52K1F8,318.00275
ID_DZW8R8ONEU66,411.5745
ID_HBDA4P8811S8,643.0549
ID_CJQOTSL074N8,625.1241
ID_KZ0X60V9XQIG,851.5401
ID_0TWFZTV06NYT,521.3087
ID_PVJN35A46C0K,570.5465
ID_D732BOTXBLSI,410.59235
ID_342GB00NU2X8,223.57634
ID_AQUL5HCLWJPM,830.8803
ID_VU3938I1G9Z0,660.29425
ID_Y2ZY2HDPU6PE,484.90277
ID_SJD77GLF5ZFJ,556.2786
ID_3T35R9QJBF2M,334.24066
ID_NQUTMXXK59YN,615.69147
ID_SV7AFMBC72LB,201.80309
ID_PAPK30H37SIW,629.62695
ID_URRQOVPPCBQ4,177.5531
ID_CQPXYYK4KGB7,321.41843
ID_RJIJXF4OS4RL,150.6192
ID_APUXW8HC4K6B,714.25354
ID_61Q9C9GGPHDI,746.8529
ID_ZWZRMNC7OOCV,246.92758
ID_IYKX7HR08L6A,289.75146
ID_AIG281L5ZHU8,201.30698
ID_NHUOZPKIO0BR,341.4656
ID_LLYN4K7KIT4R,428.2882
ID_0TSE5OLEV8WK,438.57306
ID_H992DU9HM8DQ,309.68167
ID_UK0CBXPBQ5RY,835.9804
ID_RDPY3EBXFJ5O,842.5347
ID_5L97TY473GY5,870.4832
ID_5B1X9MC1IFX0,394.45465
ID_ECWVAC40SNWB,686.0351
ID_OE87AT5TAUEI,812.2791
ID_XR12GEBM8H2K,732.45825
ID_LJ2AP4BNL25Y,614.093
ID_LH311ABG9XDL,350.5449
ID_HXONOBB4HD6T,794.5228
ID_7AOOKABBB6N8,539.798
ID_Z17C9TLMF1MJ,227.0844
ID_3PUBL95YQ1AF,568.45807
ID_3RUIBILNO5TH,201.85045
ID_9VMYZE08M98X,573.6584
ID_6SDJYMNC1T2Z,207.30838
ID_61DT371A8JKT,340.8572
ID_R51LYLFQUFIL,589.5395
ID_MJYLQ159US1Y,688.8953
ID_QQHLY17D6RBD,779.13525
ID_Y84JBGTU3NGV,625.79297
ID_V8BHOZICY6IF,377.68988
ID_DZ1R5TGC156F,624.43884
ID_UQTR8CQ5LH50,617.8922
ID_CK56LDNW1478,632.1089
ID_QJGUBXWDDCRS,607.3247
ID_H7YHR5OTSNS5,113.89022
ID_8FRJCZZGLIRC,634.2094
ID_U29DLWFB48GG,282.01358
ID_W3OHI7MAVC24,217.11668
ID_1ZY88AN5LZD4,403.6739
ID_OC5EEB6B892L,641.7393
ID_CMWPG2PIB75R,598.45605
ID_NWEI411ITDHM,619.74524
ID_G49PUGN2HFAD,298.89658
ID_GSNP1IEZEQBC,448.67307
ID_GJUS6RREHQ81,638.28406
ID_7F8MCGYBVNP9,334.55182
ID_0L3CDZHQMEW6,579.4287
ID_WWW8P7C0BWWD,381.38562
ID_K5SN27S6ODNO,633.34033
ID_UFYYFX1MOUMV,447.01285
ID_D0724QR6ZQQF,818.70306
ID_PMSOXFT4FYDW,720.3848
ID_SO7VGCA3U32O,443.02234
ID_FRF1EVPIL6HX,628.458
ID_82CBKU1NDJ0V,829.1565
ID_RX8DANVXO123,458.38873
ID_ILC9A9DN5G2Z,631.17725
ID_2GDKRWUIWI9Y,125.80169
ID_RBQ5VAV4DJ5G,609.9859
ID_UOQYVR79LGBI,386.0797
ID_K6AD8QUXXR6Y,291.1141
ID_J342KZ43X2VJ,557.3675
ID_XPEQ4HVRRQX3,809.3362
ID_AJUG34L464MU,619.64404
ID_JF3KG0PYDKQF,1004.2323
ID_L9Y3DAFA0E72,389.62878
ID_E6BGEQJGO571,256.71857
ID_SP088I6KHJYU,381.91428
ID_044M7JJ7F7ZH,616.6396
ID_FWCKHCWUI2ZA,357.50073
ID_RYVNAORY2187,197.52542
ID_AKABUF8B09YM,649.72656
ID_S2JJQXZHA1AS,576.5667
ID_4QOOOG43P1EL,631.1478
ID_X7Y0DSAFDFLN,614.8043
ID_HBHBHNCY4HVH,446.69028
ID_BD6WGXMV0N9M,384.80154
ID_L96Q9Y8ZKZ8E,891.50586
ID_THWRW6UMVR43,250.65208
ID_BORVFDCCKT0H,625.76953
ID_2L25K22ZLQPZ,410.15326
ID_YUL27A9GYMND,399.41327
ID_8MKACM85VSCS,918.87695
ID_4060CUEUW7HI,397.3299
ID_Q0SM7VK3YP8B,172.88011
ID_KFDMKLKS776M,388.78955
ID_JFSU9KK3JSCO,844.8649
ID_YDVQY6M9SDE1,319.63632
ID_24UQHTEAU2MZ,414.84033
ID_SGZSFYIOBIN2,620.9555
ID_JNBPHXXIFBMH,390.26196
ID_ZDH7Q9PB2ZFC,308.7028
ID_Z8L5CROZXDD9,617.6012
ID_BFWA63TCREXQ,368.7879
ID_M3DHWRLA56N4,813.5978
ID_7QNMKE9U82HO,668.3761
ID_75A7EFD9RIO4,145.77591
ID_ZGRBK42R4LAE,490.4547
ID_E69IMEJ5DN9Q,431.19983
ID_9GU549TH7ZK3,741.79645
ID_32IOWXYS1DUU,175.9409
ID_055AL1ZL5ZQ3,185.78441
ID_1D24WF1F56XL,215.97624
ID_C8563RHWH4R1,376.50928
ID_FWYXQF7RP0NA,649.7186
ID_RUQF0NVO7GUP,132.30534
ID_U51NJXF1ANRX,338.6944
ID_52E5N2X6YPZC,368.74057
ID_5605KFWD5KLI,595.0299
ID_RP1T12JOZ0W5,382.37332
ID_1NJF183VW7MV,219.11186
ID_YBW0BLUZSB09,556.62494
ID_EMWY1EBQA2OW,169.01994
ID_PRZUQ2CC6YQL,659.5752
ID_DR9MHVZLS2J3,210.00938
ID_F9Z4KJ1ATXQX,364.61026
ID_1IEQS1MMJVNU,760.9228
ID_Y5OJFJ4ELKBO,879.8872
ID_OYZLWHPXC232,208.20094
ID_RIJPB9ZK7QMJ,364.3727
ID_5YLAHA1RPCLZ,477.766
ID_7YD43YGQEHAG,208.21486
ID_Z2128MPPJH3I,352.35278
ID_6E9C80EV7UVB,553.87036
ID_V292OF4LJFY6,390.32358
ID_GZWEN5J0753A,170.0191
ID_DZJI74TH27S2,571.7432
ID_VB20G3017OT3,950.5104
ID_PFR5TR9NSJ44,438.70166
ID_CGEMGXF9GKAN,583.9708
ID_UQN5YELSPFW4,532.5809
ID_9KQ04PBVJQ2Z,554.4233
ID_4XS5DB6R0W1W,827.3948
ID_0LIP6T5ZSM47,637.11237
ID_EKT3T87PW61E,379.154
ID_8APYWALBVJJG,626.96967
ID_IZNAGRDXI416,575.277
ID_O8JW768V2WBT,649.6058
ID_QB1EGGOG4PKU,362.48618
ID_QL474TRJZ4KT,297.21405
ID_JS00JMA9OC55,111.61693
ID_KX93WT2WM8KI,479.9418
ID_88T4KAWBOXD2,596.7215
ID_AYEXJ449FHYB,248.63823
ID_WAMWUG0WHB97,674.892
ID_MNSBZZRLVYAB,445.1346
ID_NIO4I0V8DWYJ,180.42354
ID_NIZWE5DL0ZEP,689.24243
ID_9NCKQGLK3SD9,411.4043
ID_5OSGLVZW9D29,703.3965
ID_6XPJZR8ZCIC2,310.4109
ID_IY0SP642OW24,625.97125
ID_RIYH64Y97QRK,577.7112
ID_XSP6B48LKWT8,622.5186
ID_W753O33BW3BB,414.44147
ID_RWJ0XTITY982,1004.8984
ID_EUEIBIX6TBO2,383.284
ID_WH5AACW8DNG9,245.96112
ID_NKCHBHQGHFQJ,393.88403
ID_55LF7DAPVUM9,430.81033
ID_QCVF1IC80H55,323.97778
ID_TTYI3X4FHRSK,620.90533
ID_FAVZ1A7JE66Y,208.0716
ID_K3QDY7VQTJ4Z,387.68423
ID_SXVSUXY5UZAB,268.48987
ID_5K5QDTT6M6RR,346.45963
ID_LVWYORSZVO3S,240.91689
ID_6ECLIA2352NF,132.8818
ID_W9B36B5RXLXB,900.315
ID_FBND5TKBJU4V,281.82977
ID_IEG1EPIW3QJE,596.262
ID_XBAKEC3FGVOI,236.66043
ID_YX1YSBJPV00F,246.44177
ID_CNJ0199EZ0Z5,235.22699
ID_9HZRXVLF8O7Q,316.9694
ID_N8DOGSGMLEEF,295.65308
ID_QTT6DFO6C20M,200.94717
ID_84TIYB63GU2Q,170.2452
ID_I13964DD6KTD,411.42215
ID_31NJ27Y0VJFL,297.10254
ID_SFCM114U57TL,309.6523
ID_JO7PGDO0GSL6,629.6715
ID_GL342CDVL9P5,369.76276
ID_89HGYIT9L72K,401.08292
ID_GMN55BKSKYR7,971.18787
ID_IPCZ9G8W2MEV,648.6531
ID_YTTWCTKL25FS,640.3844
ID_RXK77X7AJU1K,467.8216
ID_7DF2UHVO2YDW,490.97327
ID_S8ILQIMNR33S,688.3399
ID_9CZKHNKM1I86,388.73227
ID_QV0YP4S4M4EW,295.60278
ID_6NW6LZZP4YSO,733.9891
ID_11VV8EJUCW0H,810.99725
ID_12B9ODTQEDJP,594.6614
ID_O9F0DSRI883S,338.71512
ID_UGZM1YTX1O1E,576.5667
ID_K9QDUU90W0VF,570.5742
ID_NSYRKSMPHBU1,554.8291
ID_VTPNQBR81BM9,608.7882
ID_39OMID9QCOG0,368.45978
ID_1PEZ9AQEX5YZ,545.9076
ID_KMV01O5FI1RE,180.01707
ID_D8YY9UAL3DUU,827.5847
ID_MK1LEGI0K09C,611.79047
ID_SIGZ0JBXQGOV,289.6783
ID_TVKRFN7WM03R,286.38373
ID_0BEO9O1TBGD7,522.90643
ID_0LAUIA0BNIC1,254.45312
ID_J3ASN4NEHJWU,483.5974
ID_E0C4Y5E20718,590.63983
ID_42C9CZBA94GA,241.56476
ID_YR8ZM2POXIMW,294.5145
ID_CI5T4HTPFSD5,710.34546
ID_A43CG1H8ISRO,380.56833
ID_3CEHUW3S0G0K,733.10876
ID_TXB3AVJR817F,374.39288
ID_EARHOHWMJBZN,690.5947
ID_3VLU0ZG4HZCJ,316.48846
ID_BXY0XWQ3PB64,553.514
ID_QRR9XFG9T842,607.58734
ID_EUX6TSC8JHCM,369.36066
ID_QFOI09YR3VXI,403.64252
ID_YV25FQOXZ8MV,151.68802
ID_7FQESEUZAD3Z,313.76163
ID_CNWL7DTP3YX4,362.9142
ID_T55BT4VODB0E,136.75972
ID_RV1AQV8A2YO5,646.95337
ID_4LD71OA2HWJA,357.58386
ID_MURY55Z0UGAN,409.33176
ID_N2FMG5146H3F,210.36029
ID_UTINEMLC3YZ8,319.78635
ID_2YV5CPEX8PQX,743.5025
ID_G04CAJF9PJPJ,321.41843
ID_VQQC20SF8PFA,347.58926
ID_XLERVZJLB89L,405.11295
ID_55VQDPWDVUJN,932.55145
ID_ZQ8CAFATMFQ4,178.68437
ID_G0F3TN5NG6BH,216.27385
ID_PF85WDFZ5SIC,223.11603
ID_LPA096T2PA37,318.33835
ID_TOJV71OD5IJA,506.7625
ID_OC71Q8G1PU9X,548.43365
ID_ALXWTRGLKYET,389.5847
ID_L25QRS7Z1I48,609.1731
ID_ZJX6UR06AOQN,204.41173
ID_J18Z7G8MKNNW,739.98444
ID_A1FRWN0WLOW3,548.2767
ID_1WMN80LOMPYX,616.2716
ID_PN8SLC70UAFU,300.88724
ID_Y0VLNN9FFCDB,671.4492
ID_KSNG2EHQWVN2,801.6113
ID_6W3UCOWAIKFY,225.19809
ID_SAMIPB6FVS35,576.32947
ID_5XWLZR0M55MG,622.6381
ID_XS38KEFXELD5,365.1595
ID_59TDKRUHGJTU,290.33484
ID_LA52IZ1MKC63,105.85411
ID_HUS8E1K54UTE,635.84283
ID_I13GK4NJXW16,845.4837
ID_VNANLNWRQBB6,471.3654
ID_S9RY48JU1EY7,710.6751
ID_4STCBR16P9VP,689.6386
ID_8975M70FEDGV,993.759
ID_DUBR80BZKU6Y,315.94675
ID_MAEEJ3FRNXBQ,298.26602
ID_H4AAIXVXUTIW,917.6316
ID_9O8JMRL331Z1,205.87476
ID_NGSCERQ2QDX4,304.63452
ID_6LCF9GFNTUHP,425.90668
ID_P1FUZAFI9H4Z,661.45624
ID_98FVLR8JYSIK,698.63
ID_21Q3Q5YNLZZX,606.55865
ID_PBBKRFRQIL4M,333.75845
ID_XUQ4DJPJN922,393.85196
ID_XN9SQO2E71Y5,420.68832
ID_16EL4RBE07V4,590.4177
ID_J9A3XKAY092U,274.7663
ID_SI3U6TVMFSLR,986.32404
ID_MZPNEAO40UOF,692.4313
ID_JMOP4XUA0I7Z,351.27274
ID_3K7O1OS7SC87,649.64874
ID_1FKKC1Y469H8,602.00934
ID_KLWMKKI8XBMZ,442.9764
ID_INV1UN5XSNO4,376.52496
ID_FCP0ZRWKWL2B,435.0169
ID_L7DSNSBA5RQQ,207.70142
ID_SECEK6SG1NI8,726.643
ID_ZZH6SDGIBPVQ,573.6584
ID_NKCBC5AYF2O5,645.987
ID_HCUH5OSOLYNC,400.40744
ID_P2YVKXAWU6J2,584.60004
ID_H5DAKY1IT85H,803.0469
ID_FN2NLEWDMB6D,335.52325
ID_FQRTZI314E4V,994.9257
ID_605VN4QHNIDI,502.69766
ID_J9MMOAJFJ2J9,283.06384
ID_2N51RJM7IWTE,417.58383
ID_G7LKS3J2NRV9,556.8734
ID_B75HPYZV9PLR,691.27167
ID_IJFSC215A8T5,217.71184
ID_XUJ8JAS1QTG5,109.51998
ID_OC29SB0GECK9,445.633
ID_0ZW1XY8NZ5AA,78.029976
ID_XUYVTZH1U6V5,591.49976
ID_TUQ7O8VZEO8Q,929.59534
ID_XL5X7DAJMM1B,341.4656
ID_6GOHOWR9UQEB,558.44073
ID_OSG7JPS4CTQ6,548.33936
ID_TYWY3ZJA2J5I,969.8385
ID_E8R8OU0PL6KU,592.66235
ID_NVSZ1QLGBUT6,377.6917
ID_B6DWB2FSMPKC,356.7282
ID_P0UJZBSPVHUE,755.1107
ID_O9LKW41W3CE6,213.63794
ID_APVY0ZAA2T96,249.77621
ID_DXH0G1YZBCCY,561.9229
ID_50FMQ8VLWTYD,770.2264
ID_MPXG6OFK28RA,854.69293
ID_KO5Q9YHKSLDL,647.1947
ID_5RN40WEWP1EL,615.7643
ID_C22JIXZIZSL4,346.09927
ID_9DQB1KQZBTV8,341.81073
ID_CQHWUNCL5PCX,392.83896
ID_J5OEXVDCNB0P,640.1199
ID_RDH6HLOB2U92,238.04167
ID_8TPHQ60JF6EX,431.81592
ID_1PB93FWUQFQB,346.8946
ID_3N976J1OGQLO,666.1049
ID_7KUFT15M92QJ,388.22363
ID_PCCPOOUSGB06,189.63649
ID_3FRDNPVY5FNP,567.218
ID_BK9ZR4TDE7NZ,573.89777
ID_OUWYLUIH2R51,474.04102
ID_L5ZLQMRH6KKF,580.4802
ID_Q4UW4DG55OJW,580.82294
ID_OYF1ASPZJQNP,459.72144
ID_GZUUS62OBWF1,734.42126
ID_KKZDBKDWVPID,289.5795
ID_YCYMKBL2CA1K,381.91428
ID_KHTP23X20T5I,404.9934
ID_PVCGOZWIYCRW,664.95935
ID_32NAED58MFBN,678.673
ID_N20MRZDYH6K2,674.80566
ID_DBTQY3BIX7K1,299.23785
ID_VXHEQJCSAEGO,369.60504
ID_1UBFDMDD35E0,386.0257
ID_UTQLHUO15C6P,869.57166
ID_KUQSQP4UEPNX,678.86365
ID_NG1BV8SLDLT6,262.5726
ID_3WE5BFF4QQ07,366.18216
ID_OJCKZSAW11FT,572.41296
ID_01FMRJ8CZ1B9,338.96713
ID_UFCY75JEV9LT,377.3408
ID_2EZWQR6H2KMD,513.84595
ID_VDBLFDMIL8NG,645.53656
ID_AT56XBOIGQNE,657.02026
ID_AXZDBVR3IUR6,312.56296
ID_2TXCT78Y3PKC,278.8479
ID_VR4Q2KY91Y7I,447.47797
ID_EQO0B00UOJ18,284.77472
